id,Y
49999,0.21665376012097268
50000,0.005135754305407307
50001,0.003787573299661927
50002,0.030545950899255964
50003,0.0668416652242187
50004,0.09819109590207344
50005,0.11706853210083569
50006,0.021793399362587444
50007,0.02646070220874664
50008,0.11471795884305241
50009,0.017157384688560377
50010,0.06470559300399825
50011,0.0056076521900304925
50012,0.05544049117202808
50013,0.021878086470860644
50014,0.025557599899424466
50015,0.007920438706562475
50016,0.12201528107721597
50017,0.04880326869185582
50018,0.10512627016833505
50019,0.020901732039699188
50020,0.07967521521543469
50021,0.021172228154127046
50022,0.012431029668653577
50023,0.05501005639589652
50024,0.01922122362394053
50025,0.01755523057105031
50026,0.07217827964083967
50027,0.005392701593202112
50028,0.012237701179993473
50029,0.11157799439952198
50030,0.1360979821150128
50031,0.022968803382316022
50032,0.014292987859925244
50033,0.0028065508128868088
50034,0.05619483527262946
50035,0.011084720370431275
50036,0.026640881740674346
50037,0.08666509002632256
50038,0.017529836189427092
50039,0.02114365011823574
50040,0.09185826828988047
50041,0.010251105740134558
50042,0.15198921954350228
50043,0.07074890904678777
50044,0.019231967382524508
50045,0.013429224809402793
50046,0.0035889128873586467
50047,0.1787281857238663
50048,0.012507006904876864
50049,0.02516424723127682
50050,0.006535208614552643
50051,0.22365615901493005
50052,0.005661031059029387
50053,0.023351253412586866
50054,0.05303272925465681
50055,0.056190835920165334
50056,0.007665944472766745
50057,0.08376692660370998
50058,0.05195879096727727
50059,0.0021418776030287987
50060,0.008176744061692698
50061,0.006427910000824146
50062,0.017810136105166584
50063,0.011831898417216059
50064,0.031683645716465224
50065,0.20715059549110756
50066,0.022400979517914497
50067,0.09476417360517404
50068,0.004115637047988383
50069,0.010044806763761226
50070,0.05108453792173868
50071,0.1055725283701112
50072,0.018737817089580788
50073,0.016552134951510835
50074,0.04464111893865052
50075,0.036474787156880205
50076,0.006212818919508356
50077,0.005394435150222992
50078,0.0024380818461745488
50079,0.055639359118586806
50080,0.030855219877415213
50081,0.33434078582863186
50082,0.13417623037477486
50083,0.018510562987425015
50084,0.08418747913883655
50085,0.006016777814070777
50086,0.0041498300722066245
50087,0.08582377671202025
50088,0.26842773886799837
50089,0.005002175650754863
50090,0.2550784100604288
50091,0.530992462681526
50092,0.05587144787169713
50093,0.017296241551865533
50094,0.019399710217721366
50095,0.024705270617790476
50096,0.0039912491385601994
50097,0.016123747373645417
50098,0.004067752285033585
50099,0.018770439236706495
50100,0.2525226465758474
50101,0.12254839340121157
50102,0.010226565728587472
50103,0.05010323880657239
50104,0.052340995628282795
50105,0.03203539432334607
50106,0.15917770078183965
50107,0.01794143532904799
50108,0.3469952254448372
50109,0.006624977830260218
50110,0.07912490146122224
50111,0.21679024652460382
50112,0.01030270942382191
50113,0.06427577775748236
50114,0.014870379942666852
50115,0.011855002850588018
50116,0.01877226607141014
50117,0.006601710315280281
50118,0.04524995822802704
50119,0.03261601310462241
50120,0.05170991568929979
50121,0.01801404447819199
50122,0.009780985014348735
50123,0.10104454562139903
50124,0.03800532804376715
50125,0.023696442020420913
50126,0.11245457894943527
50127,0.06533399714001276
50128,0.019919049709548373
50129,0.09699294134632715
50130,0.01461891495160243
50131,0.007923306543973165
50132,0.040921831172226586
50133,0.007682957545398618
50134,0.06313899573229637
50135,0.017219650024906132
50136,0.05908602295851509
50137,0.0027287474226988556
50138,0.01238755465111594
50139,0.011916628824081142
50140,0.024899665883180155
50141,0.01408688962991321
50142,0.004289640272454654
50143,0.025379445548673475
50144,0.06300658339521603
50145,0.04813670976436384
50146,0.020736776911384546
50147,0.002628459374539601
50148,0.37963168769401984
50149,0.05854063250147357
50150,0.006268437172139583
50151,0.4157413129502682
50152,0.06828954836595495
50153,0.018824264200307746
50154,0.00432844858679721
50155,0.007284414212189831
50156,0.35512374615144615
50157,0.03814873668130749
50158,0.004258765520351765
50159,0.28498324383780094
50160,0.1619005980002149
50161,0.03380277789798209
50162,0.01970549006010449
50163,0.06322943353560145
50164,0.002004570593809032
50165,0.019305187866480437
50166,0.11806265674451016
50167,0.0029486717931424622
50168,0.02366390491086497
50169,0.0785855081256827
50170,0.03364695320210583
50171,0.005211192824644431
50172,0.02767458463843212
50173,0.02602028355320833
50174,0.06025778596386287
50175,0.021545542126529465
50176,0.011011251360389862
50177,0.020898298126117636
50178,0.013330018138496144
50179,0.38331708403214454
50180,0.002717014916211949
50181,0.05843507569482987
50182,0.01726777741901757
50183,0.2923554596294453
50184,0.010606140272490095
50185,0.022248882017035062
50186,0.14568248721627777
50187,0.01732778775480671
50188,0.39923657530029594
50189,0.0034443841670785185
50190,0.0829173957745288
50191,0.002139305820132746
50192,0.002357118056101204
50193,0.04967364626409752
50194,0.00502083257569973
50195,0.25007590127521534
50196,0.10072015392043024
50197,0.03852813098106704
50198,0.0014314102472259456
50199,0.1014079399592274
50200,0.24820031528783434
50201,0.03188081948336737
50202,0.04406816577177396
50203,0.013488774084046558
50204,0.05004602671175445
50205,0.007376644097659622
50206,0.017890651543005856
50207,0.017647805990210992
50208,0.0027924056677015884
50209,0.10060524623189335
50210,0.015978817459417757
50211,0.01987369228042644
50212,0.11456788961723158
50213,0.01866113224209703
50214,0.01101950020933744
50215,0.07177395394664067
50216,0.002966648903958293
50217,0.018298252452336957
50218,0.015043922126480803
50219,0.009275115879656657
50220,0.07692213726094724
50221,0.021313801066428054
50222,0.11955940375213445
50223,0.007354663639903475
50224,0.007266799304524428
50225,0.040168261187205845
50226,0.21186409227273992
50227,0.009921350091650813
50228,0.020383973899752644
50229,0.003910533615594727
50230,0.006152396916421503
50231,0.15166831673783834
50232,0.002783092684395213
50233,0.00881685230505916
50234,0.22202332264064484
50235,0.0783763997689564
50236,0.018412194285562573
50237,0.041710125829441405
50238,0.0028868337951329618
50239,0.20373624837917476
50240,0.00629857209340541
50241,0.006491906731890409
50242,0.009256101493506292
50243,0.003913054730726179
50244,0.010882479401737243
50245,0.018924660026984078
50246,0.004280596289260753
50247,0.37300752676147436
50248,0.011033913041833768
50249,0.05407443317999538
50250,0.020623276250913623
50251,0.05332526943054993
50252,0.0014627295623906554
50253,0.004181483991636725
50254,0.004418506432780026
50255,0.05989189194376281
50256,0.014583140911376035
50257,0.005793954350142966
50258,0.012500858794846172
50259,0.0759316872873562
50260,0.25139201891835616
50261,0.006699334055171593
50262,0.04056905227728041
50263,0.021536722403135568
50264,0.018007302862449948
50265,0.015212741655505001
50266,0.0063710102589777445
50267,0.006089651081009584
50268,0.011116864113787175
50269,0.32371120148078747
50270,0.053003064550372396
50271,0.0039616299750228024
50272,0.019776380785561744
50273,0.5642669443466876
50274,0.01548199721421614
50275,0.1193055906375894
50276,0.004035971330222491
50277,0.2749436852340347
50278,0.5203822089096545
50279,0.007605776979821785
50280,0.017505354412182636
50281,0.006834534750585634
50282,0.043729499802708224
50283,0.13390738071956526
50284,0.016305734284095645
50285,0.06522386008263148
50286,0.009551758887497137
50287,0.23924264021016498
50288,0.011401945547240267
50289,0.033581501969609795
50290,0.055980330151410414
50291,0.016972594944817267
50292,0.010426164441928305
50293,0.019201616205911314
50294,0.020400436008776748
50295,0.12793413223100578
50296,0.003860867156605986
50297,0.020605099349567307
50298,0.013512228017036967
50299,0.004874424131306392
50300,0.06939360012473067
50301,0.003958371856172448
50302,0.00691228931525926
50303,0.048095705120466056
50304,0.5242738145679827
50305,0.5559053591155033
50306,0.35396767109790583
50307,0.017777015655384365
50308,0.05307076628075012
50309,0.021373257278502523
50310,0.002670717568689368
50311,0.08046159999071245
50312,0.019219688072327306
50313,0.06508864573167049
50314,0.04610275365404973
50315,0.06706492921813904
50316,0.033874387948809065
50317,0.11516184666722493
50318,0.021757933289009736
50319,0.07962368485592979
50320,0.018864839499169204
50321,0.01626484000122051
50322,0.06961139277859749
50323,0.03290171423979903
50324,0.06742628241837328
50325,0.05611893168779994
50326,0.05863892763313965
50327,0.03609817529822218
50328,0.003039820288770346
50329,0.03573821124035633
50330,0.0016421045301591901
50331,0.0067072375091677796
50332,0.15241145713073734
50333,0.10839988853260975
50334,0.027545898305193627
50335,0.017689069524784648
50336,0.41226293540073383
50337,0.03900104745957033
50338,0.009786301440288261
50339,0.21631753558688485
50340,0.07586975695765302
50341,0.035651879578788806
50342,0.023739534948056182
50343,0.00451672849656475
50344,0.04834534361814756
50345,0.1231028691543392
50346,0.4350807506843161
50347,0.05161109105147872
50348,0.05240737376203348
50349,0.01177939460123806
50350,0.013027833987905827
50351,0.018453182777368186
50352,0.0887074005572137
50353,0.006681274988995294
50354,0.01880249032151908
50355,0.023512060499531483
50356,0.05306436252747241
50357,0.16218814018774036
50358,0.14027779189794162
50359,0.02140714293906985
50360,0.008306250134613008
50361,0.028460801967610676
50362,0.022548791964087638
50363,0.15432691440148041
50364,0.023071659646182723
50365,0.2249382429294592
