id,Y
1,0.023339228704571724
2,0.005918027367442846
3,0.08576308190822601
4,0.020449034869670868
5,0.03652246296405792
6,0.021335916593670845
7,0.01439361460506916
8,0.0878898948431015
9,0.014207792468369007
10,0.22445474565029144
11,0.018444601446390152
12,0.00957711786031723
13,0.012184900231659412
14,0.31696292757987976
15,0.006851674057543278
16,0.027941899374127388
17,0.06597467511892319
18,0.012272113002836704
19,0.28695014119148254
20,0.021007390692830086
21,0.011831710115075111
22,0.009165105409920216
23,0.02343282662332058
24,0.20739665627479553
25,0.09614872187376022
26,0.012825047597289085
27,0.013964158482849598
28,0.01899884082376957
29,0.005764956120401621
30,0.07955929636955261
31,0.08383435010910034
32,0.006618931423872709
33,0.07588721811771393
34,0.02929621934890747
35,0.0070142061449587345
36,0.039817020297050476
37,0.008249043487012386
38,0.0963641032576561
39,0.03185652568936348
40,0.14128178358078003
41,0.011755934916436672
42,0.011930863372981548
43,0.01957952044904232
44,0.04750536382198334
45,0.02007058821618557
46,0.011211738921701908
47,0.040485262870788574
48,0.07968079298734665
49,0.009044676087796688
50,0.10069091618061066
51,0.007719822693616152
52,0.02322971262037754
53,0.35145944356918335
54,0.018944941461086273
55,0.5163403153419495
56,0.011578170582652092
57,0.37191832065582275
58,0.12213235348463058
59,0.026808753609657288
60,0.09581470489501953
61,0.08755412697792053
62,0.008858279325067997
63,0.16583900153636932
64,0.052653584629297256
65,0.009778819046914577
66,0.02831246703863144
67,0.5404307246208191
68,0.05078650638461113
69,0.13976573944091797
70,0.6795861721038818
71,0.06367070227861404
72,0.010809727013111115
73,0.08401422202587128
74,0.021121790632605553
75,0.005456391256302595
76,0.007943140342831612
77,0.054947033524513245
78,0.01074096281081438
79,0.022286346182227135
80,0.05998426675796509
81,0.03825836628675461
82,0.006731996778398752
83,0.007491421885788441
84,0.016218651086091995
85,0.06573740392923355
86,0.00723390793427825
87,0.5516824126243591
88,0.15257208049297333
89,0.011734642088413239
90,0.01465698704123497
91,0.07265838980674744
92,0.006723508238792419
93,0.011779263615608215
94,0.009996180422604084
95,0.04317637160420418
96,0.050077568739652634
97,0.01312120258808136
98,0.007006674539297819
99,0.01327071525156498
100,0.019597385078668594
101,0.018835799768567085
102,0.0175505131483078
103,0.020994078367948532
104,0.03404386714100838
105,0.012872651219367981
106,0.01337956078350544
107,0.013462625443935394
108,0.006127852946519852
109,0.011199286207556725
110,0.020686792209744453
111,0.074062280356884
112,0.01050536148250103
113,0.07777868956327438
114,0.08316709101200104
115,0.00813897792249918
116,0.009460607543587685
117,0.011449060402810574
118,0.007170120719820261
119,0.028309298679232597
120,0.005278974771499634
